carid,make,model,year,transmissionid,engineid
12024,honda,accord ex,2014.0,13,10
12025,toyota,tacoma trd,2000.0,16,7
12026,chevrolet,suburban 2wd 4dr lt,2015.0,0,12
12027,kia,sportage s sport utility 4d,2020.0,5,7
12028,volkswagen,e-golf se hatchback,2019.0,5,13
12029,volkswagen,beetle 1.8t sel,2016.0,14,1
12030,ram,1500 quad cab big horn,2019.0,7,10
12031,mini,hardtop 2 door cooper s,2017.0,14,14
12032,toyota,camry hybrid xle sedan 4d,2019.0,3,14
12033,honda,cr-v ex-l sport utility 4d,2012.0,7,18
12034,subaru,forester 2.0xt premium,2015.0,1,14
12035,toyota,highlander le sport,2019.0,7,0
12036,mercedes-benz,gla 250 sport,2020.0,0,14
12037,lexus,nx 300h sport utility 4d,2019.0,14,13
12038,ford,fiesta se hatchback 4d,2019.0,5,14
12039,kia,optima hybrid sedan 4d,2015.0,9,4
12040,audi,s5 prestige coupe 2d,2013.0,15,6
12041,kia,forte gt-line sedan 4d,2020.0,4,15
12042,mercedes-benz,cls-class cls 63,2012.0,6,6
12043,buick,encore premium sport,2013.0,3,13
12044,cadillac,srx performance,2016.0,11,4
12045,toyota,camry xse sedan 4d,2019.0,2,3
12046,porsche,macan s sport utility 4d,2016.0,4,20
12047,nissan,versa sv sedan 4d,2020.0,8,6
12048,rover,109 series ii a,1967.0,9,9
12049,infiniti,q50 red sport 400,2018.0,8,10
12050,bmw,5 series 530i,2018.0,6,17
12051,jeep,cherokee sport suv 4d,2014.0,4,7
12052,hyundai,ioniq hybrid sel,2020.0,3,8
12053,volkswagen,cc 3.6 vr6 4motion,2014.0,10,0
12054,chevrolet,colorado crew cab z71,2017.0,3,18
12055,tesla,model 3 standard range,2020.0,18,4
12056,mazda,mazda3 s grand touring,2016.0,5,0
12057,toyota,prius four touring,2018.0,11,1
12058,mitsubishi,outlander sport sel,2017.0,11,10
12059,dodge,grand caravan passenger,2019.0,8,14
12060,mercedes-benz,m-class ml 350,2013.0,12,10
12061,bmw,3 series 330i gran turismo,2018.0,19,13
12062,toyota,venza le wagon 4d,2013.0,18,9
12063,chevrolet,volt lt sedan 4d,2018.0,13,6
12064,volvo,xc60 t6 platinum sport,2013.0,15,14
12065,mercedes-benz,benz cls55 amg,2006.0,11,16
12066,volvo,v60,2016.0,6,19
12067,nissan,kicks sv sport utility 4d,2019.0,4,1
12068,nissan,sentra sv sedan 4d,2017.0,20,1
12069,volkswagen,jetta 1.4t s sedan 4d,2020.0,1,8
12070,lexus,ux 200 f sport suv 4d,2019.0,6,15
12071,bmw,x1 sdrive28i sport utility,2020.0,3,15
12072,chevrolet,silverado 3500 hd crew,2009.0,16,9
12073,chevrolet,silverado 2500 hd regu,2015.0,14,7
12074,mercedes-benz,benz glk350,2013.0,9,3
12075,lexus,nx 300h,2018.0,16,16
12076,jeep,liberty 2012,2012.0,9,3
12077,jaguar,i-pace,2019.0,14,8
12078,mercedes-benz,benz 380sl,1984.0,1,17
12079,bmw,3 series 330i sedan,2006.0,20,4
12080,infiniti,g37,2012.0,15,9
12081,bmw,335i coupe,2007.0,3,9
12082,mercedes-benz,benz cl500,2004.0,9,3
12083,bmw,z4 3.0i,2009.0,11,7
12084,volkswagen,jetta 1.9 tdi mk4,2002.0,9,16
12085,bmw,z3 m roadster,2000.0,17,13
12086,toyota,sienna le,2010.0,17,14
12087,dodge,desoto fireflight,1956.0,20,4
12088,bmw,b6,2015.0,1,20
12089,mitsubishi,mirage g4 es,2017.0,11,8
12090,toyota,celica,2000.0,20,19
12091,dodge,caravan,2003.0,1,12
12092,porsche,911,2012.0,2,15
12093,bmw,x1,2015.0,11,11
12094,ford,e250 cargo van ext,2006.0,2,16
12095,kia,sedona,2011.0,7,15
12096,honda,accord ex-l v6 sedan,2002.0,4,4
12097,chevrolet,cavalier,2005.0,0,1
12098,mini,cooper s countryman,2012.0,11,2
12099,mitsubishi,monteri,2004.0,1,9
12100,bmw,7-series 740li,2015.0,2,10
12101,dodge,challenger srt8,2008.0,16,20
12102,lexus,gx 460,2020.0,15,14
12103,porsche,911,2014.0,1,13
12104,bmw,435i gran coupe m-sport,2015.0,20,16
12105,mercedes-benz,slk230 kompressor,2003.0,0,10
12106,honda,civic ex,2009.0,18,6
12107,ford,ranger,1998.0,4,7
12108,bmw,328i convertible,2010.0,3,10
12109,honda,civic lx,2007.0,8,1
12110,volkswagen,jetta tdi,2007.0,19,15
12111,toyota,sequoia,2005.0,3,15
12112,toyota,prius c4,2012.0,12,16
12113,ram,1500 slt,2016.0,14,4
12114,chrysler,touring,2019.0,1,6
12115,lincoln,navigator luxury,2007.0,7,15
12116,mercedes-benz,benz e350,2010.0,4,6
12117,porsche,944,1984.0,19,10
12118,nissan,altima 2.5 4dr sedan,2008.0,8,6
12119,mercedes-benz,benz clk 320,2001.0,4,5
12120,bmw,525i,2003.0,11,7
12121,mercedes-benz,benz ml 350,2010.0,3,16
12122,dodge,durango r/t,2020.0,10,14
12123,mercedes-benz,benz ml320,2000.0,10,15
12124,toyota,tacoma trd sport,2009.0,8,14
12125,mazda,3,2007.0,12,14
12126,bmw,e30,1990.0,3,3
12127,nissan,sentra s,2012.0,2,5
12128,honda,civic si,1991.0,0,2
12129,volvo,s40 2.4i,2009.0,18,5
12130,volvo,xc90 t8 hybrid inscription,2019.0,20,15
12131,mini,cooper clubman,2011.0,9,15
12132,ford,250,1965.0,5,0
12133,volkswagen,jetta se,2016.0,9,6
12134,chevrolet,el camino,1980.0,11,8
12135,chevrolet,astro cargo van,2005.0,14,10
12136,toyota,avalon limited,2008.0,17,7
12137,toyota,camry hybrid,2013.0,17,2
12138,nissan,maxima,1998.0,15,12
12139,toyota,4runner trd off road,2019.0,9,20
12140,mazda,mvp,2003.0,10,2
12141,chevrolet,g30 van,1994.0,6,2
12142,chevrolet,corvette,2018.0,19,8
12143,ram,cummins 3500 laramie,2002.0,11,12
12144,mazda,rx7,1984.0,14,7
12145,ram,1500 tradesman,2018.0,15,11
12146,toyota,tacoma 4x4,2016.0,0,4
12147,gmc,serria,2004.0,5,5
12148,ford,thunderbird convertible,1956.0,10,20
12149,chevrolet,express,1997.0,6,9
12150,chevrolet,c20,1970.0,0,12
12151,mercedes-benz,s550,2012.0,6,16
12152,lincoln,town car limousine,2011.0,14,11
12153,dodge,nitro,2006.0,6,12
12154,mercedes-benz,benz cl500,2002.0,12,13
12155,honda,oddysey ex,2008.0,3,11
12156,mercedes-benz,c-class c300,2016.0,0,2
12157,ford,f-150 xlt,2011.0,4,14
12158,ford,explorer xlt,2002.0,10,12
12159,mercedes-benz,e 550,2007.0,10,1
12160,volkswagen,passat tsi se,2014.0,6,8
12161,chevrolet,corvair,1967.0,7,10
12162,bmw,328i sedan,2013.0,0,13
12163,toyota,camry solara sle,2007.0,7,2
12164,ford,f-330 king ranch lariat,2011.0,2,19
12165,bmw,528i,2000.0,20,8
12166,audi,a4,2006.0,2,5
12167,nissan,d21 hardbody,1989.0,18,19
12168,hyundai,accent,2011.0,11,9
12169,chevrolet,camaro,1970.0,3,11
12170,honda,civic ex-l coupe,2016.0,4,8
12171,nissan,maximum,2004.0,20,17
12172,lincoln,ls v8,2004.0,2,19
12173,mercedes-benz,benz e350,2008.0,13,15
12174,mazda,tribute hybrid,2008.0,7,16
12175,ford,transit 150 medium roof 130 wb cargo van,2019.0,2,2
12176,ford,transit 250 low roof extended cargo van,2019.0,1,12
12177,ford,f-450 contractor 12',2017.0,6,20
12178,ford,transit 250 medium roof 148 wb reefer cargo van,2017.0,16,9
12179,toyota,paseo,1992.0,15,4
12180,honda,accord lx,2002.0,18,12
12181,dodge,dart swinger,2011.0,0,15
12182,ram,promaster 2500 plumber body,2014.0,1,15
12183,ford,transit 150 cargo van,2016.0,7,19
12184,chevrolet,w4500 14' stakebed,2007.0,12,9
12185,toyota,prius two,2015.0,9,19
12186,chevrolet,silverado 2500 utility truck,2016.0,8,19
12187,ford,transit 250 medium roof 148 wb wheelchair van,2016.0,6,2
12188,mazda,mazda6 signature sedan 4d,2018.0,8,17
12189,bmw,428i coupe,2014.0,12,1
12190,lexus,rx,2006.0,20,11
12191,ford,a,1928.0,17,6
12192,chrysler,pacifica touring l,2020.0,4,2
12193,nissan,maxima sl sedan 4d,2016.0,7,10
12194,mercury,sable,2001.0,5,18
12195,bmw,535xi,2008.0,1,5
12196,lexus,lx 470,2002.0,3,18
12197,mercedes-benz,clk 320,2003.0,11,7
12198,mercedes-benz,benz ml350 4matic,2008.0,14,19
12199,hyundai,ioniq hybrid sel,2017.0,18,4
12200,lexus,lx 470,2005.0,10,11
12201,honda,civic hatchback,2017.0,7,4
12202,bmw,x5 sdrive35i,2017.0,3,3
12203,volkswagen,jetta sedan,2009.0,4,16
12204,toyota,camry,1995.0,4,16
12205,toyota,corolla s,2013.0,9,10
12206,lexus,rx 450h f sport,2018.0,13,17
12207,ram,1500 classic crew cab lone,2019.0,20,19
12208,chevrolet,traverse ls,2010.0,2,9
12209,mercedes-benz,clk320,1999.0,3,3
12210,volkswagen,tiguan s suv,2012.0,7,2
12211,volkswagen,cc 2.0t r-line sedan,2015.0,13,12
12212,gmc,w4500,2005.0,3,10
12213,toyota,tacoma double cab,2002.0,9,0
12214,nissan,quest,1996.0,6,16
12215,chevrolet,210,1954.0,5,2
12216,ford,f-150 raptor,2020.0,9,12
12217,toyota,rav4,2000.0,9,0
12218,chevrolet,malibu ls,2021.0,20,10
12219,honda,civic sport,2019.0,4,3
12220,dodge,charger r/t srt,2017.0,10,11
12221,mercedes-benz,benz clk320,2002.0,20,5
12222,audi,allroad 2.7t,2005.0,15,15
12223,ford,mustang shelby gt350,2017.0,20,13
12224,lincoln,mkz premiere sedan 4d,2018.0,11,20
12225,chevrolet,van,1999.0,13,6
12226,honda,accord sport,2016.0,20,11
12227,gmc,sonoma sls,2000.0,17,0
12228,mercedes-benz,benz e320,1999.0,11,8
12229,toyota,camry 2001,2001.0,9,9
12230,toyota,prius three,2014.0,8,3
12231,ram,pickup 1500 express quad cab,2017.0,4,4
12232,ford,f-150 super cab xl,2016.0,12,11
12233,ford,e-series chassis 14 feet box,2015.0,14,6
12234,rover,hse supercharged,2011.0,19,0
12235,ford,e350 box truck,2004.0,9,1
12236,ford,fairlane,1956.0,11,6
12237,ford,econoline,2006.0,20,8
12238,cadillac,ats 2.0l turbo luxury,2016.0,17,10
12239,volvo,s60 t5,2012.0,2,7
12240,honda,accord 4-door sedan,2007.0,2,19
12241,bmw,5 series 528i,2011.0,13,19
12242,audi,q7 3.0t premium plus,2014.0,12,3
12243,buick,regal sportback essence,2018.0,11,20
12244,mazda,miata,2016.0,2,14
12245,porsche,911,1987.0,5,6
12246,ford,mustang ecoboost,2021.0,4,5
12247,mercedes-benz,s500,2002.0,6,7
12248,mercedes-benz,c 250 sport sedan,2012.0,5,3
12249,ford,explorer xlt sport utility,2019.0,3,7
12250,audi,q3 sport premium utility 4d,2018.0,12,0
12251,jeep,renegade limited bad credit,2016.0,4,14
12252,toyota,4runner 4wd,2004.0,19,9
12253,ford,f-350 4x 4 utility,2009.0,12,13
12254,ford,f-450 4 x 4,2006.0,12,19
12255,mercedes-benz,benz 300te,1990.0,16,14
12256,chevrolet,silverado 2500hd ls,2004.0,6,5
12257,nissan,rouge,2013.0,4,16
12258,hyundai,sonata se,2018.0,0,4
12259,chevrolet,volt lt,2017.0,19,12
12260,honda,crv ex,2008.0,15,20
12261,hyundai,kona se,2021.0,2,19
12262,ford,edge se suv,2020.0,6,2
12263,bmw,e30,1986.0,14,1
12264,honda,fit sport,2011.0,2,4
12265,bmw,840ci,1993.0,2,12
12266,volvo,v70r,2007.0,18,11
12267,volkswagen,jetta gls,2002.0,0,13
12268,chevrolet,3500hd lcf diesel,2017.0,16,20
12269,chrysler,300,2011.0,20,5
12270,kia,sedona ex,2011.0,10,7
12271,chevrolet,monte carlo ss,1984.0,10,6
12272,lexus,es 350 luxury package,2008.0,17,1
12273,ford,ecosport se suv,2018.0,17,14
12274,volkswagen,golf gti,2012.0,3,18
12275,jaguar,vanden plas,2004.0,16,13
12276,mercedes-benz,benz,2002.0,18,7
12277,jeep,wrangler unlimited sahara,2018.0,8,9
12278,bmw,4 series,2019.0,10,7
12279,cadillac,ats sedan,2016.0,5,13
12280,kia,niro lx,2018.0,20,8
12281,toyota,prius,2002.0,14,11
12282,chevrolet,volt,2017.0,5,18
12283,volkswagen,tiguan se,2018.0,4,6
12284,audi,q5 premium plus,2019.0,6,17
12285,lexus,es 350,2018.0,13,3
12286,cadillac,dts v8,2007.0,15,15
12287,mitsubishi,mirage es,2020.0,11,13
12288,audi,a3 premium sedan 4d,2020.0,0,19
12289,bmw,x5 xdrive35i,2016.0,14,6
12290,porsche,cayenne s,2005.0,6,1
12291,mazda,cx-9,2019.0,17,7
12292,nissan,maxima,1997.0,14,19
12293,volkswagen,tiguan 2.0,2017.0,2,11
12294,ford,mustang cobra convertible,1999.0,11,5
12295,honda,"accord lx , v6",1998.0,18,0
12296,hyundai,sonata 2007,2007.0,18,14
12297,toyota,prius ii,2011.0,16,11
12298,mercedes-benz,clk 350,2007.0,0,14
12299,lincoln,town car,1993.0,12,9
12300,honda,odyssey ex-l,2002.0,10,8
12301,gmc,sierra 3500hd,2011.0,2,14
12302,volvo,v70 2.4,2006.0,4,8
12303,ford,bronco,1970.0,6,0
12304,mercedes-benz,cls 550,2010.0,12,1
12305,toyota,4runner sr5,2008.0,19,8
12306,fiat,500l,2014.0,15,20
12307,mercedes-benz,benz 560 sec,1991.0,11,1
12308,ford,transit passenger wagon,2021.0,5,19
12309,volkswagen,passat 2.0t,2007.0,16,13
12310,chevrolet,tradesman,1954.0,3,15
12311,ram,1500 rebel,2020.0,6,8
12312,honda,civic ex,2013.0,8,12
12313,ram,1500 express,2018.0,5,3
12314,jeep,liberty 4x4,2003.0,17,11
12315,nissan,murano se awd,2006.0,20,1
12316,dodge,stratus,1995.0,6,11
12317,toyota,c-hr xle,2018.0,18,9
12318,volvo,60 t-5,2015.0,1,13
12319,jeep,grand cherokee limited,2004.0,11,6
12320,audi,a3,2011.0,14,10
12321,mercedes-benz,clk-class,2006.0,8,9
12322,mercedes-benz,gl-class,2011.0,3,3
12323,mercury,cougar,1968.0,17,5
12324,toyota,rav4 sport utility 4d,2012.0,0,11
12325,lexus,rx330,2004.0,6,19
12326,ford,mustang gt,2018.0,18,5
12327,infiniti,q50 sport,2016.0,13,20
12328,chevrolet,cheyenne super k10,1973.0,12,4
12329,ford,f-150 xl,2017.0,6,11
12330,mercedes-benz,e-class e350,2012.0,9,2
12331,cadillac,eldorado,1960.0,12,8
12332,volvo,v60 t5 premier wagon 4d,2015.0,12,3
12333,infiniti,q50 3.0t luxe sedan 4d,2020.0,10,15
12334,bmw,325i,2003.0,1,2
12335,nissan,370z roadster,2018.0,5,15
12336,infiniti,q50s,2018.0,4,8
12337,toyota,prius v,2016.0,12,17
12338,ford,transit cargo van,2012.0,9,2
12339,lincoln,continental,2019.0,3,17
12340,ford,f450 xl super duty,2008.0,1,16
12341,ram,promaster 2500 cargo,2014.0,7,13
12342,bmw,3 series 325i,2001.0,13,1
12343,ford,f350 super duty regular cab,2017.0,16,0
12344,chevrolet,silverado 2500 hd doub,2017.0,13,9
12345,ford,econoline cargo van,2007.0,17,19
12346,honda,civic ex,2005.0,19,11
12347,chevrolet,silverado 1500 ltz,2020.0,15,15
12348,bmw,325ci convertible,2001.0,11,15
12349,ford,f-250 super duty,2003.0,5,5
12350,nissan,300zx coupe with t-tops,1992.0,3,18
12351,nissan,xterra se,2004.0,10,9
12352,ford,f150,2006.0,15,12
12353,jeep,grand cherokee laredo,1999.0,9,1
12354,porsche,cayenne sport utility 4d,2012.0,10,15
12355,ford,flex sel,2010.0,18,0
12356,jeep,cherokee 4dr trailhawk,2015.0,11,20
12357,lexus,rx330,2005.0,13,1
12358,mercedes-benz,benz s550,2007.0,0,12
12359,mercedes-benz,benz glk 350,2015.0,8,18
12360,subaru,impreza 2.0i sedan 4d,2018.0,7,3
12361,ram,1500 laramie,2016.0,3,6
12362,mercedes-benz,benz gl550,2009.0,16,6
12363,ford,edge titanium suv,2020.0,3,5
12364,mercedes-benz,benz ml350,2006.0,4,18
12365,bmw,550i,2012.0,4,14
12366,mercedes-benz,benz s550,2010.0,14,5
12367,mercedes-benz,benz glk 350,2013.0,17,6
12368,rover,defender 110,2020.0,1,1
12369,nissan,xterra s sport utility 4d,2011.0,19,18
12370,honda,accord sedan sport 1.5t c,2018.0,17,20
12371,buick,lacrosse premium sedan 4d,2017.0,11,8
12372,gmc,savana 2500 cargo van 3d,2017.0,3,17
12373,buick,verano convenience sedan,2014.0,7,3
12374,mercedes-benz,benz e400,2016.0,8,10
12375,bmw,325i,2005.0,15,11
12376,bmw,5 series 550i sedan 4d,2014.0,16,16
12377,mini,countryman cooper s,2019.0,1,15
12378,nissan,rogue sv sport utility 4d,2019.0,20,18
12379,kia,sorento l sport utility 4d,2019.0,7,9
12380,bmw,x6 xdrive35i sport utility,2016.0,11,6
12381,gmc,sierra 3500hd denali,2019.0,15,8
12382,volkswagen,jetta gli s sedan 4d,2019.0,8,3
12383,acura,rdx sh-awd w/tech,2008.0,14,4
12384,bmw,528i,2011.0,18,19
12385,honda,pilot ex-l,2007.0,4,9
12386,lexus,gx 460,2016.0,18,11
12387,toyota,fj cruiser 4x4 bad credit,2014.0,9,19
12388,mazda,5,2007.0,1,0
12389,mitsubishi,lancer gts 4dr sedan,2010.0,5,6
12390,jaguar,s type r,2006.0,0,6
12391,volkswagen,jetta sedan,1998.0,7,0
12392,subaru,impreza outback sport,2005.0,17,2
12393,lexus,es300,2000.0,6,17
12394,bmw,z4 2.5i,2004.0,10,7
12395,audi,tt,2008.0,9,13
12396,honda,accord lx,2009.0,6,9
12397,acura,tsx w/tech,2009.0,5,17
12398,mini,s,2011.0,8,3
12399,mercedes-benz,mercedes-amg,2017.0,9,3
12400,rover,evoque 5,2017.0,0,7
12401,ford,fuison,2013.0,19,20
12402,ford,f-150 shelby supersnake,2017.0,20,20
12403,mercedes-benz,benz s550,2012.0,11,4
12404,hyundai,accent,2012.0,20,1
12405,volkswagen,beetle 2.0t coast,2018.0,12,17
12406,ford,f150 super cab xlt pickup,2015.0,12,12
12407,bmw,2 series 230i coupe 2d,2020.0,10,7
12408,ford,f-150 ecoboost,2017.0,14,14
12409,chevrolet,trailblazer ss,2006.0,20,5
12410,toyota,camry hybrid xle sedan 4d,2018.0,20,19
12411,gmc,canyon regular cab work,2012.0,20,10
12412,nissan,murano platinum,2019.0,10,15
12413,ford,"ranger 2wd reg cab 112"" xl",2008.0,11,1
12414,toyota,4runner sr5,2006.0,16,6
12415,honda,civic ex-t coupe 2d,2018.0,6,0
12416,toyota,prius prime limited,2020.0,5,16
12417,porsche,boxster roadster 2d,2015.0,1,12
12418,mercedes-benz,m-class ml 350,2015.0,17,15
12419,nissan,sentra s sedan 4d,2019.0,13,6
12420,ram,promaster 1500,2017.0,2,1
12421,ford,taurus limited sedan 4d,2019.0,7,6
12422,honda,insight ex sedan 4d,2019.0,11,18
12423,mazda,cx-30 preferred sport,2020.0,7,15
12424,dodge,journey se sport,2018.0,3,5
12425,chevrolet,s10 ls zr2,2003.0,14,4
12426,mercedes-benz,gla 250 sport,2018.0,3,11
12427,mazda,6 mazda6,2016.0,7,16
12428,mercedes-benz,benz e350 bluetec,2007.0,13,12
12429,lexus,gx470 awd,2003.0,17,4
12430,ford,f150 supercrew cab limited,2018.0,17,6
12431,cadillac,escalade esv 2wd 4dr p,2012.0,20,11
12432,jeep,cj5,1968.0,5,11
12433,lexus,es350,2007.0,9,18
12434,cadillac,cts 3.6l twin turbo v-,2016.0,8,7
12435,cadillac,cts,2005.0,7,4
12436,audi,a8 l,2013.0,7,18
12437,jeep,wrangler,1993.0,17,17
12438,ford,mustang gt convertible,2006.0,5,1
12439,toyota,tacoma 2wd double cab v6,2012.0,1,9
12440,volvo,xc90 t5 momentum,2018.0,9,12
12441,gmc,sierra 3500hd base,2020.0,4,11
12442,mercedes-benz,benz s550 4matic,2011.0,11,19
12443,cadillac,srx fwd 4dr luxury col,2012.0,20,16
12444,volkswagen,tiguan 2.0t s sport,2019.0,4,4
12445,alfa-romeo,romeo giulia sedan 4d,2019.0,17,5
12446,hyundai,genesis 5.0 sedan 4d,2015.0,13,12
12447,nissan,sentra sv sedan 4d,2019.0,18,1
12448,lincoln,continental premiere,2017.0,7,7
12449,bmw,7 series 750li xdrive sedan,2015.0,15,20
12450,rover,series iia 8,1970.0,9,16
12451,tesla,model s 70 kwh battery,2015.0,14,10
12452,volkswagen,golf r,2017.0,6,6
12453,chrysler,300 300s rwd,2017.0,18,17
12454,mazda,mazda6,2020.0,13,5
12455,porsche,911 911sc carrera 993,1986.0,4,19
12456,chevrolet,express cutaway,2006.0,15,5
12457,mercedes-benz,benz,2006.0,17,20
12458,mini,clubman,2016.0,7,11
12459,toyota,sienna le,2008.0,9,18
12460,rover,sport,2012.0,8,20
12461,ford,thunderbird,1965.0,6,18
12462,toyota,yaris se,2016.0,13,9
12463,lexus,hs 250h,2012.0,13,11
12464,datsun,280zx,1982.0,15,9
12465,ford,e-450,2007.0,4,2
12466,ford,excursion xlt,2005.0,6,3
12467,lexus,gx470,2003.0,17,13
12468,mercedes-benz,e350,2010.0,9,8
12469,ford,f-150 truck,2001.0,12,8
12470,mercedes-benz,sl500,1998.0,10,7
12471,lexus,rx350,2004.0,9,2
12472,toyota,landcruiser fj62 4wd,1988.0,13,0
12473,jeep,cherokee xj,1996.0,19,3
12474,mini,cooper s,2003.0,13,13
12475,toyota,rav4 xle,2016.0,10,19
12476,dodge,d150,1979.0,19,2
12477,chevrolet,ss,2015.0,10,18
12478,toyota,truck tacoma lx,1996.0,1,18
12479,infiniti,g35 coupe sport,2007.0,5,1
12480,honda,accord se,2011.0,14,6
12481,honda,fit sport,2016.0,1,20
12482,audi,a3 convertible,2018.0,0,12
12483,mini,cooper convertible,2019.0,15,1
12484,gmc,yukon,1999.0,16,0
12485,ford,bronco,1975.0,7,9
12486,mercedes-benz,gle 350,2016.0,3,12
12487,dodge,dart,1974.0,14,15
12488,mini,hardtop cooper hatchback,2006.0,13,4
12489,dodge,challenger scat pack,2016.0,14,9
12490,infiniti,q60 coupe,2014.0,19,16
12491,bmw,325xi,2003.0,12,11
12492,bmw,4 series 435i,2015.0,13,6
12493,porsche,911s,1969.0,5,4
12494,ford,crown victoria interceptor,2004.0,0,17
12495,toyota,matrix xr,2007.0,15,18
12496,volkswagen,beetle,1958.0,8,2
12497,ford,ranchero gt,1975.0,13,1
12498,gmc,safari passenger,1999.0,5,17
12499,chevrolet,s10 pickup,1993.0,3,2
12500,mercedes-benz,c-class,2002.0,14,18
12501,ford,e150 econoline,2008.0,8,16
12502,chevrolet,ii nova,1965.0,6,5
12503,ford,mustang coupe,1966.0,2,15
12504,mazda,6,2008.0,1,5
12505,honda,passport,2000.0,7,15
12506,bmw,e30,1987.0,16,2
12507,ford,f 450,2006.0,20,15
12508,lexus,es es 350,2017.0,9,15
12509,chevrolet,malibu,1969.0,10,17
12510,mercedes-benz,sprinter,2018.0,14,1
12511,jeep,wrangler unlimited rubicon,2009.0,6,1
12512,nissan,nv,2016.0,9,3
12513,bmw,m3 e46,2002.0,0,0
12514,chevrolet,suburban z71,2002.0,4,20
12515,ford,focus,1993.0,4,19
12516,mercedes-benz,benz 560sec,1989.0,13,11
12517,lexus,es 300,1998.0,20,20
12518,jaguar,xj6 vanden plas,1990.0,1,14
12519,chevrolet,3100,1954.0,20,16
12520,gmc,sierra 2500,1999.0,8,11
12521,jaguar,s-type,2002.0,10,6
12522,chevrolet,corvette,1962.0,15,11
12523,mercedes-benz,benz 300te,1989.0,10,7
12524,toyota,tacoma trd,1998.0,1,12
12525,mercedes-benz,220se coupe,1962.0,5,11
12526,mercedes-benz,300d,1961.0,1,5
12527,chevrolet,stylemaster,1946.0,8,14
12528,porsche,panamera 4,2011.0,8,20
12529,volkswagen,golf,2002.0,4,18
12530,porsche,928,1986.0,20,4
12531,ford,escape xlt,2011.0,0,7
12532,jeep,comanche,1987.0,11,14
12533,mercury,2 door coup,1950.0,14,14
12534,lexus,is is turbo f sport,2017.0,10,6
12535,ford,f-250 v10,2003.0,1,8
12536,chrysler,300 touring,2006.0,11,12
12537,ford,f 150 raptor shelby baja,2019.0,1,14
12538,ford,explorer xlt awd,1996.0,2,19
12539,subaru,impreza outback sport,2008.0,16,9
12540,chevrolet,spark hb auto lt w/,2013.0,18,15
12541,nissan,sentra sv cvt,2017.0,0,15
12542,honda,civic hybrid sdn l4 cvt,2015.0,3,6
12543,toyota,corolla l cvt,2017.0,3,5
12544,cadillac,xts luxury,2014.0,20,2
12545,honda,cr-v 2wdlx,2013.0,3,4
12546,dodge,charger sdn sxt rwd,2013.0,15,1
12547,nissan,versa sv,2015.0,13,16
12548,chevrolet,school bus,1957.0,17,9
12549,ford,mustang convertible,1966.0,20,16
12550,ford,thunderbird,1956.0,16,3
12551,chevrolet,aveo lt,2011.0,17,14
12552,volvo,xc60 t5 premier sport,2015.0,20,9
12553,bmw,2 series m235i estoril blu,2014.0,10,18
12554,audi,tt,2017.0,9,3
12555,mazda,mx-5 miata rf,2018.0,19,4
12556,toyota,pickup,1990.0,3,9
12557,chevrolet,cruze lt sedan 4d,2018.0,13,9
12558,honda,odyssey touring,2012.0,5,2
12559,mitsubishi,lancer es sedan 4d,2017.0,16,0
12560,mini,cooper s,2007.0,13,15
12561,honda,civic ex-l,2013.0,10,15
12562,volvo,s60,2004.0,17,15
12563,jeep,wrangleryj,1991.0,19,3
12564,buick,verano sport touring sedan,2016.0,17,10
12565,mercedes-benz,c250 sport,2013.0,5,19
12566,porsche,cayenne tiptronic,2008.0,16,20
12567,nissan,quest 3.5 sv,2014.0,16,1
12568,nissan,juke nismo,2013.0,8,2
12569,mitsubishi,mirage es,2017.0,20,7
12570,mercedes-benz,glk glk 350 4matic,2011.0,0,3
12571,mercedes-benz,gl-class gl 450 4matic,2012.0,13,6
12572,mercedes-benz,gl-class gl 450 4matic,2010.0,9,1
12573,mercedes-benz,e-class e 350 sport,2014.0,15,15
12574,lexus,is 250 base,2011.0,12,12
12575,gmc,terrain sle-1,2014.0,17,0
12576,dodge,grand caravan rt,2015.0,1,17
12577,dodge,durango limited,2005.0,7,1
12578,chevrolet,express 2500,2004.0,15,0
12579,buick,enclave premium,2012.0,3,1
12580,bmw,x1 sdrive28i,2013.0,6,19
12581,lexus,gx470,2007.0,15,15
